Raw,Unigram,Bigram,Trigram
"Virginia Correctional Enterprises, a Department of Corrections work program to produce goods and services for agencies of the Commonwealth of Virginia  -- Note added 11/19/13 21:11","[['Virginia'], ['Correctional'], ['Enterprises'], ['Department'], ['Corrections'], ['work'], ['program'], ['produce'], ['goods'], ['services'], ['agencies'], ['Commonwealth'], ['Virginia'], ['Note'], ['added'], ['111913'], ['2111']]","[['Virginia', 'Correctional'], ['Correctional', 'Enterprises'], ['Enterprises', 'Department'], ['Department', 'Corrections'], ['Corrections', 'work'], ['work', 'program'], ['program', 'produce'], ['produce', 'goods'], ['goods', 'services'], ['services', 'agencies'], ['agencies', 'Commonwealth'], ['Commonwealth', 'Virginia'], ['Virginia', 'Note'], ['Note', 'added'], ['added', '111913'], ['111913', '2111']]","[['Virginia', 'Correctional', 'Enterprises'], ['Correctional', 'Enterprises', 'Department'], ['Enterprises', 'Department', 'Corrections'], ['Department', 'Corrections', 'work'], ['Corrections', 'work', 'program'], ['work', 'program', 'produce'], ['program', 'produce', 'goods'], ['produce', 'goods', 'services'], ['goods', 'services', 'agencies'], ['services', 'agencies', 'Commonwealth'], ['agencies', 'Commonwealth', 'Virginia'], ['Commonwealth', 'Virginia', 'Note'], ['Virginia', 'Note', 'added'], ['Note', 'added', '111913'], ['added', '111913', '2111']]"
"Governor Phil Bryant (Mississippi's 64th governor, 2012-) -- Note added 12/6/13 13:03","[['Governor'], ['Phil'], ['Bryant'], ['Mississippis'], ['64th'], ['governor'], ['2012'], ['Note'], ['added'], ['12613'], ['1303']]","[['Governor', 'Phil'], ['Phil', 'Bryant'], ['Bryant', 'Mississippis'], ['Mississippis', '64th'], ['64th', 'governor'], ['governor', '2012'], ['2012', 'Note'], ['Note', 'added'], ['added', '12613'], ['12613', '1303']]","[['Governor', 'Phil', 'Bryant'], ['Phil', 'Bryant', 'Mississippis'], ['Bryant', 'Mississippis', '64th'], ['Mississippis', '64th', 'governor'], ['64th', 'governor', '2012'], ['governor', '2012', 'Note'], ['2012', 'Note', 'added'], ['Note', 'added', '12613'], ['added', '12613', '1303']]"
Governor Morehead School for the Blind -- Note added 7/31/13 16:23,"[['Governor'], ['Morehead'], ['School'], ['Blind'], ['Note'], ['added'], ['73113'], ['1623']]","[['Governor', 'Morehead'], ['Morehead', 'School'], ['School', 'Blind'], ['Blind', 'Note'], ['Note', 'added'], ['added', '73113'], ['73113', '1623']]","[['Governor', 'Morehead', 'School'], ['Morehead', 'School', 'Blind'], ['School', 'Blind', 'Note'], ['Blind', 'Note', 'added'], ['Note', 'added', '73113'], ['added', '73113', '1623']]"
"Office of Group Benefits, State of Louisiana -- Note added 9/22/15 17:04","[['Office'], ['Group'], ['Benefits'], ['State'], ['Louisiana'], ['Note'], ['added'], ['92215'], ['1704']]","[['Office', 'Group'], ['Group', 'Benefits'], ['Benefits', 'State'], ['State', 'Louisiana'], ['Louisiana', 'Note'], ['Note', 'added'], ['added', '92215'], ['92215', '1704']]","[['Office', 'Group', 'Benefits'], ['Group', 'Benefits', 'State'], ['Benefits', 'State', 'Louisiana'], ['State', 'Louisiana', 'Note'], ['Louisiana', 'Note', 'added'], ['Note', 'added', '92215'], ['added', '92215', '1704']]"
Georgia Student Finance Commission -- Note added 8/25/15 15:25,"[['Georgia'], ['Student'], ['Finance'], ['Commission'], ['Note'], ['added'], ['82515'], ['1525']]","[['Georgia', 'Student'], ['Student', 'Finance'], ['Finance', 'Commission'], ['Commission', 'Note'], ['Note', 'added'], ['added', '82515'], ['82515', '1525']]","[['Georgia', 'Student', 'Finance'], ['Student', 'Finance', 'Commission'], ['Finance', 'Commission', 'Note'], ['Commission', 'Note', 'added'], ['Note', 'added', '82515'], ['added', '82515', '1525']]"
Guam Attorney General -- Note added 6/7/13 17:47,"[['Guam'], ['Attorney'], ['General'], ['Note'], ['added'], ['6713'], ['1747']]","[['Guam', 'Attorney'], ['Attorney', 'General'], ['General', 'Note'], ['Note', 'added'], ['added', '6713'], ['6713', '1747']]","[['Guam', 'Attorney', 'General'], ['Attorney', 'General', 'Note'], ['General', 'Note', 'added'], ['Note', 'added', '6713'], ['added', '6713', '1747']]"
Guam Legislature -- Note added 6/7/13 17:46,"[['Guam'], ['Legislature'], ['Note'], ['added'], ['6713'], ['1746']]","[['Guam', 'Legislature'], ['Legislature', 'Note'], ['Note', 'added'], ['added', '6713'], ['6713', '1746']]","[['Guam', 'Legislature', 'Note'], ['Legislature', 'Note', 'added'], ['Note', 'added', '6713'], ['added', '6713', '1746']]"
Guam Department of Revenue and Taxation -- Note added 6/7/13 17:56,"[['Guam'], ['Department'], ['Revenue'], ['Taxation'], ['Note'], ['added'], ['6713'], ['1756']]","[['Guam', 'Department'], ['Department', 'Revenue'], ['Revenue', 'Taxation'], ['Taxation', 'Note'], ['Note', 'added'], ['added', '6713'], ['6713', '1756']]","[['Guam', 'Department', 'Revenue'], ['Department', 'Revenue', 'Taxation'], ['Revenue', 'Taxation', 'Note'], ['Taxation', 'Note', 'added'], ['Note', 'added', '6713'], ['added', '6713', '1756']]"
Official site of the Washington Dairy Products Commission -- Note added 11/20/14 6:54,"[['Official'], ['site'], ['Washington'], ['Dairy'], ['Products'], ['Commission'], ['Note'], ['added'], ['112014'], ['654']]","[['Official', 'site'], ['site', 'Washington'], ['Washington', 'Dairy'], ['Dairy', 'Products'], ['Products', 'Commission'], ['Commission', 'Note'], ['Note', 'added'], ['added', '112014'], ['112014', '654']]","[['Official', 'site', 'Washington'], ['site', 'Washington', 'Dairy'], ['Washington', 'Dairy', 'Products'], ['Dairy', 'Products', 'Commission'], ['Products', 'Commission', 'Note'], ['Commission', 'Note', 'added'], ['Note', 'added', '112014'], ['added', '112014', '654']]"
Hawaii State Department of Education -- Note added 6/6/13 18:08,"[['Hawaii'], ['State'], ['Department'], ['Education'], ['Note'], ['added'], ['6613'], ['1808']]","[['Hawaii', 'State'], ['State', 'Department'], ['Department', 'Education'], ['Education', 'Note'], ['Note', 'added'], ['added', '6613'], ['6613', '1808']]","[['Hawaii', 'State', 'Department'], ['State', 'Department', 'Education'], ['Department', 'Education', 'Note'], ['Education', 'Note', 'added'], ['Note', 'added', '6613'], ['added', '6613', '1808']]"
"Village of Hoffman Estates, IL -- Note added 7/2/14 18:35","[['Village'], ['Hoffman'], ['Estates'], ['IL'], ['Note'], ['added'], ['7214'], ['1835']]","[['Village', 'Hoffman'], ['Hoffman', 'Estates'], ['Estates', 'IL'], ['IL', 'Note'], ['Note', 'added'], ['added', '7214'], ['7214', '1835']]","[['Village', 'Hoffman', 'Estates'], ['Hoffman', 'Estates', 'IL'], ['Estates', 'IL', 'Note'], ['IL', 'Note', 'added'], ['Note', 'added', '7214'], ['added', '7214', '1835']]"
Minnesota House of Representatives -- Note added 11/9/15 20:35,"[['Minnesota'], ['House'], ['Representatives'], ['Note'], ['added'], ['11915'], ['2035']]","[['Minnesota', 'House'], ['House', 'Representatives'], ['Representatives', 'Note'], ['Note', 'added'], ['added', '11915'], ['11915', '2035']]","[['Minnesota', 'House', 'Representatives'], ['House', 'Representatives', 'Note'], ['Representatives', 'Note', 'added'], ['Note', 'added', '11915'], ['added', '11915', '2035']]"
Historical Society of New Mexico -- Note added 7/16/14 5:16,"[['Historical'], ['Society'], ['New'], ['Mexico'], ['Note'], ['added'], ['71614'], ['516']]","[['Historical', 'Society'], ['Society', 'New'], ['New', 'Mexico'], ['Mexico', 'Note'], ['Note', 'added'], ['added', '71614'], ['71614', '516']]","[['Historical', 'Society', 'New'], ['Society', 'New', 'Mexico'], ['New', 'Mexico', 'Note'], ['Mexico', 'Note', 'added'], ['Note', 'added', '71614'], ['added', '71614', '516']]"
Michigan State Humanities and Social Services Online -- Note added 9/3/15 15:22,"[['Michigan'], ['State'], ['Humanities'], ['Social'], ['Services'], ['Online'], ['Note'], ['added'], ['9315'], ['1522']]","[['Michigan', 'State'], ['State', 'Humanities'], ['Humanities', 'Social'], ['Social', 'Services'], ['Services', 'Online'], ['Online', 'Note'], ['Note', 'added'], ['added', '9315'], ['9315', '1522']]","[['Michigan', 'State', 'Humanities'], ['State', 'Humanities', 'Social'], ['Humanities', 'Social', 'Services'], ['Social', 'Services', 'Online'], ['Services', 'Online', 'Note'], ['Online', 'Note', 'added'], ['Note', 'added', '9315'], ['added', '9315', '1522']]"
High Technology Development Corporation. HTDC 'is a state agency established by the Hawaii State Legislature in 1983 to facilitate the development and growth of Hawaii's commercial high technology industry.' -- Note added 6/12/13 13:21,"[['High'], ['Technology'], ['Development'], ['Corporation'], ['HTDC'], ['state'], ['agency'], ['established'], ['Hawaii'], ['State'], ['Legislature'], ['1983'], ['facilitate'], ['development'], ['growth'], ['Hawaiis'], ['commercial'], ['high'], ['technology'], ['industry'], ['Note'], ['added'], ['61213'], ['1321']]","[['High', 'Technology'], ['Technology', 'Development'], ['Development', 'Corporation'], ['Corporation', 'HTDC'], ['HTDC', 'state'], ['state', 'agency'], ['agency', 'established'], ['established', 'Hawaii'], ['Hawaii', 'State'], ['State', 'Legislature'], ['Legislature', '1983'], ['1983', 'facilitate'], ['facilitate', 'development'], ['development', 'growth'], ['growth', 'Hawaiis'], ['Hawaiis', 'commercial'], ['commercial', 'high'], ['high', 'technology'], ['technology', 'industry'], ['industry', 'Note'], ['Note', 'added'], ['added', '61213'], ['61213', '1321']]","[['High', 'Technology', 'Development'], ['Technology', 'Development', 'Corporation'], ['Development', 'Corporation', 'HTDC'], ['Corporation', 'HTDC', 'state'], ['HTDC', 'state', 'agency'], ['state', 'agency', 'established'], ['agency', 'established', 'Hawaii'], ['established', 'Hawaii', 'State'], ['Hawaii', 'State', 'Legislature'], ['State', 'Legislature', '1983'], ['Legislature', '1983', 'facilitate'], ['1983', 'facilitate', 'development'], ['facilitate', 'development', 'growth'], ['development', 'growth', 'Hawaiis'], ['growth', 'Hawaiis', 'commercial'], ['Hawaiis', 'commercial', 'high'], ['commercial', 'high', 'technology'], ['high', 'technology', 'industry'], ['technology', 'industry', 'Note'], ['industry', 'Note', 'added'], ['Note', 'added', '61213'], ['added', '61213', '1321']]"
NC health and Wellness Trust fund -- Note added 9/11/15 20:19,"[['NC'], ['health'], ['Wellness'], ['Trust'], ['fund'], ['Note'], ['added'], ['91115'], ['2019']]","[['NC', 'health'], ['health', 'Wellness'], ['Wellness', 'Trust'], ['Trust', 'fund'], ['fund', 'Note'], ['Note', 'added'], ['added', '91115'], ['91115', '2019']]","[['NC', 'health', 'Wellness'], ['health', 'Wellness', 'Trust'], ['Wellness', 'Trust', 'fund'], ['Trust', 'fund', 'Note'], ['fund', 'Note', 'added'], ['Note', 'added', '91115'], ['added', '91115', '2019']]"
Iowa Lottery -- Note added 6/12/13 14:08,"[['Iowa'], ['Lottery'], ['Note'], ['added'], ['61213'], ['1408']]","[['Iowa', 'Lottery'], ['Lottery', 'Note'], ['Note', 'added'], ['added', '61213'], ['61213', '1408']]","[['Iowa', 'Lottery', 'Note'], ['Lottery', 'Note', 'added'], ['Note', 'added', '61213'], ['added', '61213', '1408']]"
University of Nebraska - Lincoln Extension publications -- Note added 11/20/13 19:14,"[['University'], ['Nebraska'], ['Lincoln'], ['Extension'], ['publications'], ['Note'], ['added'], ['112013'], ['1914']]","[['University', 'Nebraska'], ['Nebraska', 'Lincoln'], ['Lincoln', 'Extension'], ['Extension', 'publications'], ['publications', 'Note'], ['Note', 'added'], ['added', '112013'], ['112013', '1914']]","[['University', 'Nebraska', 'Lincoln'], ['Nebraska', 'Lincoln', 'Extension'], ['Lincoln', 'Extension', 'publications'], ['Extension', 'publications', 'Note'], ['publications', 'Note', 'added'], ['Note', 'added', '112013'], ['added', '112013', '1914']]"
Idaho Army National Guard -- Note added 1/23/14 14:03,"[['Idaho'], ['Army'], ['National'], ['Guard'], ['Note'], ['added'], ['12314'], ['1403']]","[['Idaho', 'Army'], ['Army', 'National'], ['National', 'Guard'], ['Guard', 'Note'], ['Note', 'added'], ['added', '12314'], ['12314', '1403']]","[['Idaho', 'Army', 'National'], ['Army', 'National', 'Guard'], ['National', 'Guard', 'Note'], ['Guard', 'Note', 'added'], ['Note', 'added', '12314'], ['added', '12314', '1403']]"
Idaho Lottery -- Note added 6/12/13 14:09,"[['Idaho'], ['Lottery'], ['Note'], ['added'], ['61213'], ['1409']]","[['Idaho', 'Lottery'], ['Lottery', 'Note'], ['Note', 'added'], ['added', '61213'], ['61213', '1409']]","[['Idaho', 'Lottery', 'Note'], ['Lottery', 'Note', 'added'], ['Note', 'added', '61213'], ['added', '61213', '1409']]"
IDeal - Idaho College Savings Program -- Note added 7/8/13 19:00,"[['IDeal'], ['Idaho'], ['College'], ['Savings'], ['Program'], ['Note'], ['added'], ['7813'], ['1900']]","[['IDeal', 'Idaho'], ['Idaho', 'College'], ['College', 'Savings'], ['Savings', 'Program'], ['Program', 'Note'], ['Note', 'added'], ['added', '7813'], ['7813', '1900']]","[['IDeal', 'Idaho', 'College'], ['Idaho', 'College', 'Savings'], ['College', 'Savings', 'Program'], ['Savings', 'Program', 'Note'], ['Program', 'Note', 'added'], ['Note', 'added', '7813'], ['added', '7813', '1900']]"
"Benefits Portal, http://www.in.gov/fssa/ Indiana Family and Social Services Administration -- Note added 11/20/13 19:35","[['Benefits'], ['Portal'], ['httpwwwingovfssa'], ['Indiana'], ['Family'], ['Social'], ['Services'], ['Administration'], ['Note'], ['added'], ['112013'], ['1935']]","[['Benefits', 'Portal'], ['Portal', 'httpwwwingovfssa'], ['httpwwwingovfssa', 'Indiana'], ['Indiana', 'Family'], ['Family', 'Social'], ['Social', 'Services'], ['Services', 'Administration'], ['Administration', 'Note'], ['Note', 'added'], ['added', '112013'], ['112013', '1935']]","[['Benefits', 'Portal', 'httpwwwingovfssa'], ['Portal', 'httpwwwingovfssa', 'Indiana'], ['httpwwwingovfssa', 'Indiana', 'Family'], ['Indiana', 'Family', 'Social'], ['Family', 'Social', 'Services'], ['Social', 'Services', 'Administration'], ['Services', 'Administration', 'Note'], ['Administration', 'Note', 'added'], ['Note', 'added', '112013'], ['added', '112013', '1935']]"
Office of the Illinois State Treasurer -- Note added 7/2/14 18:37,"[['Office'], ['Illinois'], ['State'], ['Treasurer'], ['Note'], ['added'], ['7214'], ['1837']]","[['Office', 'Illinois'], ['Illinois', 'State'], ['State', 'Treasurer'], ['Treasurer', 'Note'], ['Note', 'added'], ['added', '7214'], ['7214', '1837']]","[['Office', 'Illinois', 'State'], ['Illinois', 'State', 'Treasurer'], ['State', 'Treasurer', 'Note'], ['Treasurer', 'Note', 'added'], ['Note', 'added', '7214'], ['added', '7214', '1837']]"
Illinois Lottery -- Note added 6/12/13 14:09,"[['Illinois'], ['Lottery'], ['Note'], ['added'], ['61213'], ['1409']]","[['Illinois', 'Lottery'], ['Lottery', 'Note'], ['Note', 'added'], ['added', '61213'], ['61213', '1409']]","[['Illinois', 'Lottery', 'Note'], ['Lottery', 'Note', 'added'], ['Note', 'added', '61213'], ['added', '61213', '1409']]"
Travel and Tourism Site for New York -- Note added 6/6/13 19:12,"[['Travel'], ['Tourism'], ['Site'], ['New'], ['York'], ['Note'], ['added'], ['6613'], ['1912']]","[['Travel', 'Tourism'], ['Tourism', 'Site'], ['Site', 'New'], ['New', 'York'], ['York', 'Note'], ['Note', 'added'], ['added', '6613'], ['6613', '1912']]","[['Travel', 'Tourism', 'Site'], ['Tourism', 'Site', 'New'], ['Site', 'New', 'York'], ['New', 'York', 'Note'], ['York', 'Note', 'added'], ['Note', 'added', '6613'], ['added', '6613', '1912']]"
"Inclusive Health, North Carolina Health Insurance Risk Pool, Inc. -- Note added 11/20/13 19:54","[['Inclusive'], ['Health'], ['North'], ['Carolina'], ['Health'], ['Insurance'], ['Risk'], ['Pool'], ['Inc'], ['Note'], ['added'], ['112013'], ['1954']]","[['Inclusive', 'Health'], ['Health', 'North'], ['North', 'Carolina'], ['Carolina', 'Health'], ['Health', 'Insurance'], ['Insurance', 'Risk'], ['Risk', 'Pool'], ['Pool', 'Inc'], ['Inc', 'Note'], ['Note', 'added'], ['added', '112013'], ['112013', '1954']]","[['Inclusive', 'Health', 'North'], ['Health', 'North', 'Carolina'], ['North', 'Carolina', 'Health'], ['Carolina', 'Health', 'Insurance'], ['Health', 'Insurance', 'Risk'], ['Insurance', 'Risk', 'Pool'], ['Risk', 'Pool', 'Inc'], ['Pool', 'Inc', 'Note'], ['Inc', 'Note', 'added'], ['Note', 'added', '112013'], ['added', '112013', '1954']]"
Innovate Washington is hereby created as a state agency exercising public and essential governmental functions. Innovate Washington is created as the successor to the Washington technology center and the Spokane intercollegiate research and technology institute (SIRTI). See http://apps.leg.wa.gov/RCW/default.aspx?cite=43.333&full=true  -- Note added 7/23/14 14:21,"[['Innovate'], ['Washington'], ['hereby'], ['created'], ['state'], ['agency'], ['exercising'], ['public'], ['essential'], ['governmental'], ['functions'], ['Innovate'], ['Washington'], ['created'], ['successor'], ['Washington'], ['technology'], ['center'], ['Spokane'], ['intercollegiate'], ['research'], ['technology'], ['institute'], ['SIRTI'], ['See'], ['httpappslegwagovRCWdefaultaspxcite43333fulltrue'], ['Note'], ['added'], ['72314'], ['1421']]","[['Innovate', 'Washington'], ['Washington', 'hereby'], ['hereby', 'created'], ['created', 'state'], ['state', 'agency'], ['agency', 'exercising'], ['exercising', 'public'], ['public', 'essential'], ['essential', 'governmental'], ['governmental', 'functions'], ['functions', 'Innovate'], ['Innovate', 'Washington'], ['Washington', 'created'], ['created', 'successor'], ['successor', 'Washington'], ['Washington', 'technology'], ['technology', 'center'], ['center', 'Spokane'], ['Spokane', 'intercollegiate'], ['intercollegiate', 'research'], ['research', 'technology'], ['technology', 'institute'], ['institute', 'SIRTI'], ['SIRTI', 'See'], ['See', 'httpappslegwagovRCWdefaultaspxcite43333fulltrue'], ['httpappslegwagovRCWdefaultaspxcite43333fulltrue', 'Note'], ['Note', 'added'], ['added', '72314'], ['72314', '1421']]","[['Innovate', 'Washington', 'hereby'], ['Washington', 'hereby', 'created'], ['hereby', 'created', 'state'], ['created', 'state', 'agency'], ['state', 'agency', 'exercising'], ['agency', 'exercising', 'public'], ['exercising', 'public', 'essential'], ['public', 'essential', 'governmental'], ['essential', 'governmental', 'functions'], ['governmental', 'functions', 'Innovate'], ['functions', 'Innovate', 'Washington'], ['Innovate', 'Washington', 'created'], ['Washington', 'created', 'successor'], ['created', 'successor', 'Washington'], ['successor', 'Washington', 'technology'], ['Washington', 'technology', 'center'], ['technology', 'center', 'Spokane'], ['center', 'Spokane', 'intercollegiate'], ['Spokane', 'intercollegiate', 'research'], ['intercollegiate', 'research', 'technology'], ['research', 'technology', 'institute'], ['technology', 'institute', 'SIRTI'], ['institute', 'SIRTI', 'See'], ['SIRTI', 'See', 'httpappslegwagovRCWdefaultaspxcite43333fulltrue'], ['See', 'httpappslegwagovRCWdefaultaspxcite43333fulltrue', 'Note'], ['httpappslegwagovRCWdefaultaspxcite43333fulltrue', 'Note', 'added'], ['Note', 'added', '72314'], ['added', '72314', '1421']]"
